disasterNumber,damagedCity,damagedStateAbbreviation,damagedZipCode,householdComposition,grossIncome,specialNeeds,ownRent,residenceType,homeOwnersInsurance,floodInsurance,inspected,rpfvl,habitabilityRepairsRequired,destroyed,waterLevel,highWaterLocation,floodDamage,foundationDamage,foundationDamageAmount,roofDamage,roofDamageAmount,tsaEligible,tsaCheckedIn,rentalAssistanceEligible,rentalAssistanceAmount,repairAssistanceEligible,repairAmount,replacementAssistanceEligible,replacementAmount,sbaEligible,renterDamageLevel,rentalAssistanceEndDate,rentalResourceCity,rentalResourceStateAbbreviation,rentalResourceZipCode,primaryResidence,personalPropertyEligible,ppfvl,censusBlockId,id,censusYear
4586,AUSTIN,TX,78727.0,3.0,125000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,484530421002005.0,6f5aad49-8ce6-4b89-bc57-0a6d86a92f8c,2020.0
4611,SAINT ROSE,LA,70087.0,2.0,60000.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,220890621003000.0,a6f497ff-7958-4400-adf9-9ceea676c8ac,2020.0
4611,NEW ORLEANS,LA,70130.0,5.0,17000.0,0.0,Renter,Townhouse,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,1.0,1061.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,220710141011002.0,b1fa4c89-154d-4a2e-8a6c-6ea7772e0f2b,2020.0
4332,HOUSTON,TX,77091.0,5.0,44000.0,0.0,Renter,House/Duplex,0.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,482015307002016.0,70d36ad4-4191-454a-9996-f6e03ca4a626,2010.0
4337,BARTOW,FL,33830.0,1.0,8900.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121050153011008.0,cfa0a5b2-aced-4f6e-be31-5ef41b29c5f2,2010.0
4339,HATILLO,PR,659.0,3.0,47020.0,0.0,Owner,Townhouse,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,720653101004006.0,423a5e5f-5168-4cbf-940c-e3090a06cc73,2010.0
4586,SAN ANTONIO,TX,78219.0,3.0,3500.0,0.0,Renter,Apartment,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,2892.0,0.0,,0.0,,0.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,1.0,693.09,480291309002004.0,7aa76141-979d-4576-948a-d2c93dd6ba2c,2020.0
4611,HARVEY,LA,70058.0,1.0,9324.0,0.0,Renter,Apartment,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,1061.0,0.0,,0.0,,0.0,,,,,,1.0,1.0,281.62,220510261002007.0,9018c0fa-56e2-4865-b959-c32751d6a961,2020.0
4611,BATON ROUGE,LA,70810.0,4.0,220000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,220330040262017.0,a6f850a1-dd11-4859-9716-28811fdbc249,2020.0
4611,METAIRIE,LA,70001.0,1.0,45000.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,220510290002021.0,2dc1f33d-8607-40a4-a5a0-7497434469b5,2020.0
4337,ARCADIA,FL,34266.0,2.0,,0.0,Owner,Mobile Home,1.0,0.0,1.0,2164.5,0.0,0.0,1.0,,1.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120270101021017.0,470f3b21-287d-47ea-b916-43b7bcb9a32a,2010.0
4332,VIDOR,TX,77662.0,1.0,10032.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,1.0,0.0,8.0,,1.0,0.0,,0.0,,1.0,0.0,1.0,1398.0,0.0,,0.0,,0.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,1.0,969.37,483610219004004.0,11bf07d7-9920-4faa-aa93-b62c186b317e,2010.0
4337,HIALEAH,FL,33018.0,1.0,39000.0,0.0,Owner,House/Duplex,0.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120860127001042.0,65f37401-b9c4-4936-9ba0-2904db21c048,2010.0
4337,MIAMI,FL,33187.0,2.0,40000.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,1.0,1295.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860198001011.0,ceb1b888-9649-4b9c-804f-da7e8c2c292f,2010.0
4337,NORTH LAUDERDALE,FL,33068.0,1.0,12000.0,0.0,Renter,Townhouse,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120110204132000.0,f3059bb4-6e5a-465b-b7fd-b9ddd3ba4009,2010.0
4337,BRADENTON,FL,34205.0,1.0,,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120810001032016.0,32be22fa-6aa4-4de9-8186-ca24b74e7941,2010.0
4339,SAN JUAN,PR,924.0,1.0,2556.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,721270051033004.0,cacc077b-4d9a-4328-b453-89797b9b2194,2010.0
4339,SAN SEBASTIAN,PR,685.0,1.0,20000.0,0.0,Owner,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,37fd3538-2d0c-4c5b-bfe7-9dbd2fcd57d3,
4399,PANAMA CITY,FL,32401.0,2.0,1500.0,1.0,Owner,House/Duplex,0.0,1.0,1.0,9021.67,1.0,0.0,0.0,,0.0,0.0,,1.0,703.95,0.0,0.0,1.0,1734.0,1.0,9021.67,0.0,,0.0,,,,,,1.0,1.0,1448.23,120050019004017.0,bc5c1d02-6140-4130-9d0c-38b8fbb2286b,2010.0
4337,NORTH LAUDERDALE,FL,33068.0,3.0,70000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120110204072006.0,9e59ef5d-8c79-409a-bc72-04f675b6a813,2010.0
4337,TAVERNIER,FL,33070.0,3.0,190000.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120879708003019.0,b5302c27-52d7-4db4-be9a-0fa09743a54a,2010.0
4337,SOUTHWEST RANCHES,FL,33330.0,1.0,,0.0,Owner,House/Duplex,0.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120110703162002.0,9a2e8987-1631-46b3-b8e3-9b1ac892b7f6,2010.0
4339,YAUCO,PR,698.0,2.0,9600.0,0.0,Owner,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,721537505022001.0,c13e92f9-d5d8-4030-a691-05eedf2332a4,2010.0
4586,SEABROOK,TX,77586.0,3.0,24000.0,1.0,Renter,Condo,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,482013415022009.0,fb6d0d79-c2a1-4f84-bcd6-a1a6483f9319,2020.0
4586,MISSOURI CITY,TX,77459.0,1.0,25000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,481576745081002.0,c51e4abe-4c3f-48ab-a995-f019b747ebcc,2020.0
4611,SAINT FRANCISVILLE,LA,70775.0,4.0,65000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,,,,1.0,0.0,,221259517042000.0,f1da0ab8-dd2d-473e-a029-ffc5f48d776d,2020.0
4611,LAFAYETTE,LA,70503.0,1.0,,0.0,Owner,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,220550014122003.0,e0faa788-d9c4-4d43-9711-968751c2aa23,2020.0
4337,MIAMI,FL,33126.0,4.0,58000.0,0.0,Renter,Apartment,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860049013003.0,214741a3-7229-4ab6-8742-80728ca7153c,2010.0
4337,MELBOURNE,FL,32904.0,1.0,8820.0,0.0,Owner,Other,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120090650011024.0,4b0608f3-a92f-4923-aa53-f13282d9119d,2010.0
4337,OCALA,FL,34480.0,1.0,,0.0,Owner,House/Duplex,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120830022034018.0,6d59885e-4d9c-4826-a783-7acb12f0719d,2010.0
4337,DELRAY BEACH,FL,33484.0,2.0,13000.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120990059422004.0,b42defc7-ccfd-490a-b7fe-e22aa1e437ca,2010.0
4337,MIAMI,FL,33147.0,1.0,6596.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860015012029.0,ea12c3a8-69cd-4dde-8dbf-2ef68cfce65e,2010.0
4337,PALM BAY,FL,32909.0,1.0,6000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120090713392068.0,65ab5a0e-4eec-4edf-9292-2816d8cafef2,2010.0
4337,FORT MYERS,FL,33916.0,4.0,38928.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1840.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120710005032000.0,4808b340-c618-4a28-b217-973cf8a2af5a,2010.0
4339,MOCA,PR,676.0,4.0,22700.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,720994203012031.0,8ab52cda-f49b-401a-8de6-37fc0b1ebd41,2010.0
4339,AGUADILLA,PR,603.0,2.0,11328.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,720054013013009.0,46b7112c-c3e9-43cc-8d88-2abe7dbe041b,2010.0
4339,SAN JUAN,PR,917.0,1.0,42000.0,0.0,Owner,Townhouse,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,1.0,553.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,721270063005011.0,06594da5-a408-44a8-978e-6747b0320d49,2010.0
4611,NEW ORLEANS,LA,70131.0,2.0,42000.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,1734.32,1.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,1734.32,0.0,,0.0,,,,,,1.0,0.0,0.0,220710006112034.0,9ce2310b-ba1d-4557-8096-10b707fe77f3,2020.0
4332,HOUSTON,TX,77093.0,5.0,52000.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,482012221001007.0,06dcf4f8-9fa6-4054-b5fa-bb02e6c4ef4f,2010.0
4337,MIAMI,FL,33182.0,4.0,76000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120860144002045.0,465bb152-73a3-4005-97f9-c6bb27e3062e,2010.0
4337,TAMPA,FL,33618.0,4.0,,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120570113042021.0,e9767fb9-7449-4c1f-86b0-69840ffb4d65,2010.0
4332,PORT ARTHUR,TX,77640.0,1.0,14100.0,0.0,Owner,Mobile Home,0.0,0.0,1.0,3353.38,1.0,0.0,34.0,,1.0,0.0,,0.0,,0.0,0.0,0.0,,1.0,3353.38,0.0,,0.0,,,,,,1.0,0.0,0.0,482450113032152.0,884e88de-bf75-40a2-bd6c-51130dd51f0f,2010.0
4332,CORPUS CHRISTI,TX,78415.0,1.0,,0.0,Owner,Other,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,483550020013013.0,4a318aea-5397-4083-88eb-dc32381e0fa5,2010.0
4337,GAINESVILLE,FL,32606.0,1.0,,0.0,Owner,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120010018113016.0,84b57a6f-f179-4340-8906-d0a4b84d3f7a,2010.0
4337,TAMPA,FL,33612.0,1.0,14000.0,1.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120570003004010.0,25d8ce98-9376-4601-9499-b4e64cfafa98,2010.0
4337,MIAMI,FL,33133.0,1.0,22000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860071042006.0,19648753-3da3-40af-93ed-f9dac05d4c1c,2010.0
4339,GUAYANILLA,PR,656.0,4.0,,0.0,Owner,Other,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,720597402003034.0,b9129007-a26a-4434-9c6a-6a1ebce24f40,2010.0
4586,HOUSTON,TX,77049.0,1.0,20467.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,482012324021005.0,6732dbef-81cc-467f-9b00-5987fcdc8f81,2020.0
4337,PALM BAY,FL,32905.0,1.0,24000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120090651222019.0,051e4c14-8367-4d2d-8f12-22831f990b80,2010.0
4339,ARECIBO,PR,612.0,2.0,,0.0,Owner,House/Duplex,0.0,0.0,1.0,5211.87,1.0,0.0,24.0,,1.0,0.0,,0.0,,1.0,0.0,1.0,864.0,1.0,5211.87,0.0,,0.0,,,,,,1.0,1.0,7305.89,720133004001010.0,e8772fdf-d75f-4fba-ad33-396d818fda3d,2010.0
4586,HOUSTON,TX,77045.0,6.0,49880.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,482013341023003.0,a994cebb-a8ac-407e-868f-8df12d4368cd,2020.0
4611,NAPOLEONVILLE,LA,70390.0,5.0,,0.0,Renter,Mobile Home,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,2836.42,220070504002053.0,a9fe5414-3bc5-4dfb-ba67-69bcc4bcd6c5,2020.0
4332,HOUSTON,TX,77029.0,5.0,10800.0,0.0,Owner,Mobile Home,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,482012336001089.0,93c568c9-7d2b-45a3-8213-0f9658e93803,2010.0
4337,ROCKLEDGE,FL,32955.0,2.0,40000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120090631055001.0,59215de7-1fac-4239-ac8d-af308e095ad2,2010.0
4337,CLEARWATER,FL,33759.0,3.0,,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121030268181008.0,5b2d10c4-a1a8-41ec-ba04-a5b20c285ae1,2010.0
4337,PALM HARBOR,FL,34684.0,2.0,15600.0,0.0,Owner,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121030273173003.0,ecdb291a-0553-444f-8450-b89ef773b15b,2010.0
4337,KISSIMMEE,FL,34758.0,2.0,30000.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120970413001059.0,d77a260c-f37e-44cd-808a-1ec7a7248bfe,2010.0
4339,DORADO,PR,646.0,2.0,48084.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,720515405003006.0,a4b8f877-76d2-4808-abae-3575a6e5c1bd,2010.0
4611,SLIDELL,LA,70458.0,2.0,96000.0,0.0,Owner,House/Duplex,1.0,1.0,1.0,5944.1,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,,,,1.0,0.0,0.0,221030408041007.0,182191a7-881c-42e3-a54a-35573da99cfb,2020.0
4611,ALBANY,LA,70711.0,2.0,35000.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,220630401011002.0,182dc108-1b08-4562-934e-5c6bb72d4c36,2020.0
4332,CLEVELAND,TX,77327.0,4.0,15048.0,0.0,Owner,Mobile Home,0.0,0.0,1.0,13514.15,1.0,0.0,3.0,,1.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,1.0,1170.31,482917003005005.0,ef11ec5f-897e-454d-92ab-295dc0155aa9,2010.0
4337,MIAMI,FL,33174.0,1.0,40000.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1295.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120860090192010.0,e4f1b087-e07e-41d0-9b69-7928ef0aa8ef,2010.0
4337,MIAMI,FL,33161.0,2.0,,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120860002191032.0,30921492-263c-4a41-9520-f3c443f96bba,2010.0
4339,LOIZA,PR,772.0,4.0,14000.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,2111.49,1.0,0.0,0.0,,0.0,0.0,,1.0,1113.0,1.0,0.0,1.0,1486.0,1.0,2111.49,0.0,,0.0,,,,,,1.0,1.0,880.99,720871106002035.0,3cd7dd18-baee-41af-ae04-e2632c2ce90a,2010.0
4586,ARLINGTON,TX,76012.0,1.0,84000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,484391131071012.0,26e191e1-13f4-4695-ae93-7e836c2396e4,2020.0
4586,DALLAS,TX,75225.0,1.0,50000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,481130195014007.0,06f890c0-e1bd-4951-b73f-55ec9d1e0396,2020.0
4611,NEW ORLEANS,LA,70118.0,2.0,,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,220710128003001.0,02f09458-1fc9-49d2-a323-e8fbcb26f5c5,2020.0
4611,NEW ORLEANS,LA,70116.0,3.0,,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,220710044011000.0,290e438f-7e1a-4299-b7fe-37cb3070f9e3,2020.0
4337,PLANT CITY,FL,33563.0,4.0,,0.0,Renter,Apartment,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120570128002069.0,9efdcc24-5f20-47b6-8811-f9b7e053d146,2010.0
4337,MIAMI,FL,33193.0,2.0,107000.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,15000.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860166001004.0,2a3b861e-000f-4181-8c9d-c585a9818dc8,2010.0
4337,MAYO,FL,32066.0,1.0,40000.0,0.0,Owner,Mobile Home,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120679602002030.0,cba4c58a-33fd-435b-bd82-1d8c91fe0af2,2010.0
4337,ST AUGUSTINE,FL,32084.0,1.0,9600.0,0.0,Owner,Other,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,121090210032001.0,a48bd73f-405c-4c9e-b7af-043fe66796b3,2010.0
4337,NAPLES,FL,34114.0,2.0,64543.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120210111021017.0,e1a8ecf6-1254-40bb-81a9-63971765c0b1,2010.0
4337,DUNNELLON,FL,34432.0,4.0,8400.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,1.0,820.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120830026041273.0,4782ff94-c32d-4a20-940c-436a64416460,2010.0
4399,MARIANNA,FL,32446.0,1.0,21600.0,0.0,Renter,Mobile Home,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,927.7,120632107001018.0,4e3d802c-b131-4059-b8ff-309629390812,2010.0
4332,CORPUS CHRISTI,TX,78415.0,4.0,33000.0,0.0,Owner,Mobile Home,0.0,0.0,1.0,454.08,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,1.0,1162.54,483550019023000.0,267d1fbe-1389-4558-8312-6d6a91febd36,2010.0
4337,HIALEAH,FL,33015.0,1.0,28100.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1295.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120860120004007.0,657bdf50-766b-4689-bf3b-83b948caa579,2010.0
4337,SUMMERFIELD,FL,34491.0,1.0,26110.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120830008023123.0,88ff9ec6-150b-4e0a-88db-04178936779c,2010.0
4337,SANFORD,FL,32773.0,1.0,26388.0,0.0,Owner,Mobile Home,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121170209032022.0,de0ce79d-83ef-4e6f-8293-ccb37ad3fd31,2010.0
4337,CLERMONT,FL,34711.0,2.0,5000.0,0.0,Owner,Mobile Home,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1002.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120690313061016.0,9a709ec6-1277-48f5-a38c-abbd745fa13d,2010.0
4337,JACKSONVILLE,FL,32220.0,5.0,12750.0,0.0,Owner,Mobile Home,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120310119015001.0,ed549d81-dc5f-4f3a-9ad8-d299d080f343,2010.0
4337,LUTZ,FL,33549.0,4.0,14400.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,499.5,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,1014.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,121010320131000.0,147bd76e-c5b1-4ea4-bb91-e15073546b5b,2010.0
4337,MIAMI,FL,33174.0,2.0,,0.0,Owner,House/Duplex,0.0,0.0,1.0,499.5,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860090212012.0,6d1521af-d5dc-4042-ae3e-0d72534d1ad8,2010.0
4339,CAGUAS,PR,727.0,2.0,14400.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,,2c8d8915-ddd1-4c04-a21a-12a4a4e51c8e,
